Concept URI,Concept URN,prefLabel,altLabel,Definition,Concept version,Deprecated,Version date and time
http://vocab.nerc.ac.uk/collection/P06/current/BQSM/,SDN:P06::BQSM,Becquerels per square metre,Bq/m^2,One radioactive disintegration per second per SI unit area.,1,false,2015-03-26 14:48:06.0
http://vocab.nerc.ac.uk/collection/P06/current/BSM3/,SDN:P06::BSM3,Becquerels second per cubic metre,Bq.s/m^3,TBC,2,false,2019-01-20 17:48:48.0
http://vocab.nerc.ac.uk/collection/P06/current/KMP2/,SDN:P06::KMP2,Kilograms per square metre,kg/m^2,Unavailable,1,false,2009-06-11 13:25:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UKMC/,SDN:P06::UKMC,Kilograms per cubic metre,kg/m^3,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UUUU/,SDN:P06::UUUU,Dimensionless,Dmnless,A quantity with the dimension of 1.,2,false,2017-10-22 14:07:46.0
http://vocab.nerc.ac.uk/collection/P06/current/KMPS/,SDN:P06::KMPS,Kilograms per metre per second,kg/m/s,Unavailable,1,false,2009-06-11 13:23:32.0
http://vocab.nerc.ac.uk/collection/P06/current/BQM3/,SDN:P06::BQM3,Becquerels per cubic metre,Bq/m^3,One radioactive disintegration per second from an SI standard unit of volume. Equivalent to millibecquerels per litre.,1,false,2018-02-02 16:35:30.0
http://vocab.nerc.ac.uk/collection/P06/current/MOLE/,SDN:P06::MOLE,Moles,mol,Unavailable,1,false,2009-06-11 14:27:17.0
http://vocab.nerc.ac.uk/collection/P06/current/DEGE/,SDN:P06::DEGE,Degrees east,degree_east,Unavailable,1,false,2009-06-17 14:23:55.0
http://vocab.nerc.ac.uk/collection/P06/current/ULAA/,SDN:P06::ULAA,Metres,m,The base unit of length in the International System of Units.,2,false,2019-05-20 14:02:49.0
http://vocab.nerc.ac.uk/collection/P06/current/CMPS/,SDN:P06::CMPS,Cubic metres per second,m^3/s,A rate of volumetric flow of one SI unit of volume per one SI unit of time. Also known as 'cumecs'.,2,false,2017-12-11 18:51:03.0
http://vocab.nerc.ac.uk/collection/P06/current/KSP2/,SDN:P06::KSP2,Kilograms per square metre per second,kg/m^2/s,Unavailable,1,false,2009-06-11 13:25:51.0
http://vocab.nerc.ac.uk/collection/P06/current/PRSC/,SDN:P06::PRSC,per second,/s,Unavailable,1,false,2009-06-11 14:32:42.0
http://vocab.nerc.ac.uk/collection/P06/current/UFAA/,SDN:P06::UFAA,Watts per square metre,W/m^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/PASX/,SDN:P06::PASX,Pascals,Pa,The derived unit of pressure or stress in the international System of Units (SI). It is defined as one newton per square metre.,2,false,2019-05-20 14:42:26.0
http://vocab.nerc.ac.uk/collection/P06/current/UTAA/,SDN:P06::UTAA,Days,d,A time interval of 24 hours or 86400 seconds.,3,false,2014-05-06 09:20:49.0
http://vocab.nerc.ac.uk/collection/P06/current/PCUM/,SDN:P06::PCUM,per cubic metre,/m^3,Volume of a cube with sides of length 1 metre.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UPKA/,SDN:P06::UPKA,Kelvins,K,The base unit of temperature in the International System of Units.,3,false,2020-09-08 16:21:48.0
http://vocab.nerc.ac.uk/collection/P06/current/KGPS/,SDN:P06::KGPS,Kilogram per second,kg/s,Unavailable,1,false,2009-06-11 13:21:36.0
http://vocab.nerc.ac.uk/collection/P06/current/KSP3/,SDN:P06::KSP3,Kilograms per cubic metre per second,kg/m^3/s,Unavailable,1,false,2009-06-11 13:27:13.0
http://vocab.nerc.ac.uk/collection/P06/current/M2S2/,SDN:P06::M2S2,per square metre per second,/m^2/s,Unavailable,1,false,2009-07-06 21:31:54.0
http://vocab.nerc.ac.uk/collection/P06/current/M2MS/,SDN:P06::M2MS,Moles per square metre per second,mol/m^2/s,SI unit of quantity of matter per SI unit area per SI unit of time.,3,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/MLPS/,SDN:P06::MLPS,Moles per second,mol/s,Unavailable,1,false,2009-06-11 14:31:56.0
http://vocab.nerc.ac.uk/collection/P06/current/SQM2/,SDN:P06::SQM2,Square metres per second squared,m^2/s^2,Unavailable,1,false,2009-06-11 14:25:49.0
http://vocab.nerc.ac.uk/collection/P06/current/UPRM/,SDN:P06::UPRM,per metre,/m,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/MLM3/,SDN:P06::MLM3,Moles per cubic metre,mol/m^3,SI unit of quantity of matter per SI unit volume.,3,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/MPS2/,SDN:P06::MPS2,Metres per second squared,m/s^2,Unavailable,1,false,2009-06-11 13:29:41.0
http://vocab.nerc.ac.uk/collection/P06/current/PAPS/,SDN:P06::PAPS,Pascals per second,Pa/s,Unavailable,1,false,2009-06-11 12:49:05.0
http://vocab.nerc.ac.uk/collection/P06/current/KMTS/,SDN:P06::KMTS,Kelvin metres per second,K.m/s,Unavailable,1,false,2009-06-11 12:23:52.0
http://vocab.nerc.ac.uk/collection/P06/current/MPYR/,SDN:P06::MPYR,Metres per year,m/yr,A rate of change of SI standard unit length over a period of an average calendar year (365.25 days).,2,false,2017-02-28 12:21:09.0
http://vocab.nerc.ac.uk/collection/P06/current/WMSS/,SDN:P06::WMSS,Watts per square metre per steradian,W/m^2/sr,Unavailable,1,false,2009-06-11 13:07:03.0
http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,SDN:P06::UVAA,Metres per second,m/s,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/SQMS/,SDN:P06::SQMS,Square metres per second,m^2/s,Unavailable,1,false,2009-06-11 14:24:09.0
http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,SDN:P06::UPDB,Decibars,dbar,Unavailable,2,false,2009-06-11 13:15:54.0
http://vocab.nerc.ac.uk/collection/P06/current/UNSM/,SDN:P06::UNSM,Newtons per square metre,N/m^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/PSTR/,SDN:P06::PSTR,per steradian,/sr,Unavailable,1,false,2010-03-12 09:24:38.0
http://vocab.nerc.ac.uk/collection/P06/current/KPRS/,SDN:P06::KPRS,Kelvin per second,K/s,Unavailable,1,false,2009-06-11 12:31:51.0
http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,SDN:P06::UAAA,Degrees,deg,A degree of arc or arc degree is a unit of measurement of a plane angle defined so that a full rotation is 360 degrees.,2,false,2020-04-07 09:57:38.0
http://vocab.nerc.ac.uk/collection/P06/current/UTHZ/,SDN:P06::UTHZ,Hertz,Hz,Unavailable,1,false,1996-02-28 11:48:52.0
http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,SDN:P06::UMSQ,Square metres,m^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UTBB/,SDN:P06::UTBB,Seconds,s,The duration of 9192631770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium 133 atom.,2,false,2014-05-06 09:22:27.0
http://vocab.nerc.ac.uk/collection/P06/current/MM3S/,SDN:P06::MM3S,Moles per cubic metre per second,mol/m^3/s,SI unit of quantity of matter per SI unit volume per SI unit of time.,3,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/M3SR/,SDN:P06::M3SR,Moles per square metre per second per steradian,mol/m^2/s/sr,Unavailable,1,false,2009-06-11 14:38:42.0
http://vocab.nerc.ac.uk/collection/P06/current/XXXX/,SDN:P06::XXXX,Not applicable,NA,The property is a nominal property to which the concept of unit does not apply.,1,false,2018-07-05 17:09:42.0
http://vocab.nerc.ac.uk/collection/P06/current/PMSR/,SDN:P06::PMSR,per metre per steradian,/m/sr,Unavailable,1,false,2009-06-11 13:47:38.0
http://vocab.nerc.ac.uk/collection/P06/current/WATT/,SDN:P06::WATT,Watts,W,The SI derived unit of power.,2,false,2013-07-16 12:53:11.0
http://vocab.nerc.ac.uk/collection/P06/current/WM2S/,SDN:P06::WM2S,Watts per square metre per metre per steradian,W/m^2/m/sr,Unavailable,1,false,2009-06-11 13:04:54.0
http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,SDN:P06::UGKG,Grams per kilogram,g/kg,One part per 10^3 (thousand) by weight of the measurand in the matrix.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/MLKG/,SDN:P06::MLKG,Moles per kilogram,mol/kg,Unavailable,1,false,2009-06-11 14:27:57.0
http://vocab.nerc.ac.uk/collection/P06/current/KGS2/,SDN:P06::KGS2,Kilograms squared per second squared,kg^2/s^2,Unavailable,1,false,2009-07-06 21:24:54.0
http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,SDN:P06::KGXX,Kilograms,kg,The SI standard unit of mass.,2,false,2017-07-26 17:31:20.0
http://vocab.nerc.ac.uk/collection/P06/current/UPSS/,SDN:P06::UPSS,per second squared,/s^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/PASS/,SDN:P06::PASS,Pascal seconds,Pa.s,Unavailable,1,false,2009-06-11 12:48:20.0
http://vocab.nerc.ac.uk/collection/P06/current/WM2M/,SDN:P06::WM2M,Watts per square metre per metre,W/m^2/m,Unavailable,1,false,2009-06-11 13:02:31.0
http://vocab.nerc.ac.uk/collection/P06/current/JMSQ/,SDN:P06::JMSQ,Joules per square metre,J/m^2,Unavailable,1,false,2009-06-11 12:20:04.0
http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,SDN:P06::MCUB,Cubic metres,m^3,Unavailable,1,false,2009-06-11 13:33:19.0
http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,SDN:P06::UPAA,Degrees Celsius,degC,Unavailable,2,false,2006-05-04 08:42:24.0
http://vocab.nerc.ac.uk/collection/P06/current/PAMS/,SDN:P06::PAMS,Pascal metres per second,Pa.m/s,Unavailable,1,false,2009-06-11 12:50:55.0
http://vocab.nerc.ac.uk/collection/P06/current/M2MM/,SDN:P06::M2MM,Moles per square metre per second per metre,mol/m^2/s/m,Unavailable,1,false,2009-06-11 14:37:18.0
http://vocab.nerc.ac.uk/collection/P06/current/PMSQ/,SDN:P06::PMSQ,per square metre,/m^2,Unavailable,1,false,2009-07-06 21:19:42.0
http://vocab.nerc.ac.uk/collection/P06/current/UPCT/,SDN:P06::UPCT,Percent,%,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/PAPM/,SDN:P06::PAPM,Pascals per metre,Pa/m,Unavailable,1,false,2009-07-06 17:33:39.0
http://vocab.nerc.ac.uk/collection/P06/current/MLM2/,SDN:P06::MLM2,Moles per square metre,mol/m^2,SI unit of quantity of matter per SI unit area.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/WAPK/,SDN:P06::WAPK,Watts per metre per Kelvin,W/m/K,Unavailable,1,false,2009-06-11 13:00:37.0
http://vocab.nerc.ac.uk/collection/P06/current/M4S1/,SDN:P06::M4S1,Metres to the power four per second,m^4/s,Unavailable,2,false,2017-02-28 12:22:01.0
http://vocab.nerc.ac.uk/collection/P06/current/M2SX/,SDN:P06::M2SX,Square metre seconds,m^2.s,Unavailable,1,false,2009-06-11 13:44:06.0
http://vocab.nerc.ac.uk/collection/P06/current/DGPM/,SDN:P06::DGPM,Degrees per metre,deg/m,A change of angle in one SI unit of length.,1,false,2020-09-04 09:53:05.0
http://vocab.nerc.ac.uk/collection/P06/current/JKGK/,SDN:P06::JKGK,Joules per kilogram per Kelvin,J/kg/K,Unavailable,1,false,2009-06-11 12:14:23.0
http://vocab.nerc.ac.uk/collection/P06/current/URAD/,SDN:P06::URAD,Radians,rad,Unavailable,1,false,2009-06-11 14:21:23.0
http://vocab.nerc.ac.uk/collection/P06/current/M3PS/,SDN:P06::M3PS,per cubic metre per second,/m^3/s,Unavailable,1,false,2009-06-11 15:18:07.0
http://vocab.nerc.ac.uk/collection/P06/current/UMBQ/,SDN:P06::UMBQ,Millibecquerels per litre,mBq/l,One radioactive disintegration per second from the SI unit of volume (cubic metre). Equivalent to Becquerels per cubic metre.,3,false,2014-06-07 11:10:10.0
http://vocab.nerc.ac.uk/collection/P06/current/WSMM/,SDN:P06::WSMM,Watt seconds per square metre,W.s/m^2,Unavailable,1,false,2009-06-11 13:09:10.0
http://vocab.nerc.ac.uk/collection/P06/current/JPKG/,SDN:P06::JPKG,Joules per kilogram,J/kg,Unavailable,1,false,2009-06-11 12:04:27.0
http://vocab.nerc.ac.uk/collection/P06/current/UDBL/,SDN:P06::UDBL,Decibels,dB,Unavailable,2,false,2009-06-11 13:14:57.0
http://vocab.nerc.ac.uk/collection/P06/current/M2SR/,SDN:P06::M2SR,Moles per square metre per second per metre per steradian,mol/m^2/s/m/sr,Unavailable,1,false,2009-06-11 14:38:07.0
http://vocab.nerc.ac.uk/collection/P06/current/SCPM/,SDN:P06::SCPM,Seconds per metre,s/m,Unavailable,1,false,2018-07-10 09:55:39.0
http://vocab.nerc.ac.uk/collection/P06/current/DGPS/,SDN:P06::DGPS,Degrees per second,deg/s,Unavailable,1,false,2009-06-11 13:18:49.0
http://vocab.nerc.ac.uk/collection/P06/current/KSXX/,SDN:P06::KSXX,Kelvin second,K.s,Unavailable,1,false,2009-06-11 12:31:02.0
http://vocab.nerc.ac.uk/collection/P06/current/KMTX/,SDN:P06::KMTX,Kelvin metres,K.m,Unavailable,1,false,2009-06-11 12:22:54.0
http://vocab.nerc.ac.uk/collection/P06/current/MPMX/,SDN:P06::MPMX,Moles per mole,mol/mol,Unavailable.,1,false,2016-10-26 15:46:23.0
http://vocab.nerc.ac.uk/collection/P06/current/M2RD/,SDN:P06::M2RD,Square metre seconds per radian,m2.s/rad,Unavailable,1,false,2009-06-11 14:46:10.0
http://vocab.nerc.ac.uk/collection/P06/current/PAM2/,SDN:P06::PAM2,Pascal metres per second squared,Pa.m/s^2,Unavailable,1,false,2009-06-11 12:52:37.0
http://vocab.nerc.ac.uk/collection/P06/current/PAMT/,SDN:P06::PAMT,Pascal metres,Pa.m,Unavailable,1,false,2010-10-11 15:01:07.0
http://vocab.nerc.ac.uk/collection/P06/current/WMSW/,SDN:P06::WMSW,Watts per square metre per inverse metre per steradian,W/m^2/m^-1/sr,The power per unit area of radiation of a given wavenumber illuminating a target at a given incident angle.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/KPAS/,SDN:P06::KPAS,Kelvin Pascals per second,K.Pa/s,Unavailable,1,false,2009-06-11 12:22:08.0
http://vocab.nerc.ac.uk/collection/P06/current/DKM2/,SDN:P06::DKM2,Degrees Celsius kilogram per square metre,degC.kg/m^2,"Derived unit for the product of the temperature in degrees Celsius and the mass density of a medium, integrated over vertical depth or height in metres.",2,false,2017-06-22 08:17:57.0
http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,SDN:P06::UPMM,Number per cubic metre,#/m^3,Unavailable,1,false,2008-02-20 12:04:52.0
http://vocab.nerc.ac.uk/collection/P06/current/KPMT/,SDN:P06::KPMT,Kelvins per metre,K/m,A change of temperature on the Kelvin temperature scale in one SI unit of length.,2,false,2020-09-08 16:25:00.0
http://vocab.nerc.ac.uk/collection/P06/current/KMSS/,SDN:P06::KMSS,Kelvin square metres per kilogram per second,K.m^2/kg/s,Unavailable,1,false,2009-06-11 12:39:22.0
http://vocab.nerc.ac.uk/collection/P06/current/DEGN/,SDN:P06::DEGN,Degrees north,degree_north,Unavailable,1,false,2009-06-17 14:23:30.0
http://vocab.nerc.ac.uk/collection/P06/current/MCS2/,SDN:P06::MCS2,Cubic metres per second squared,m^3/s^2,Unavailable,1,false,2009-06-11 13:42:13.0
http://vocab.nerc.ac.uk/collection/P06/current/JOUL/,SDN:P06::JOUL,Joule,J,"A derived unit of energy in the International System of Units. It is equal to the energy transferred (or work done) when applying a force of one newton through a distance of one metre (1 newton metre or Nm), or in passing an electric current of one ampere through a resistance of one ohm for one second. It is named after the English physicist James Prescott Joule (1818-1889).",2,false,2017-08-10 12:25:40.0
http://vocab.nerc.ac.uk/collection/P06/current/SQM3/,SDN:P06::SQM3,Square metres per second cubed,m^2/s^3,"The SI unit of area, defined as a square of one metre long on each side, per cubic SI unit of time (seconds).",1,false,2021-06-08 13:39:52.0
http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,SDN:P06::UPPT,Parts per thousand,ppt,"Proportion of one part in 10^3 by weight, number, volume or amount (i.e. moles).",3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/NTPM/,SDN:P06::NTPM,Newtons per metre,N/m,Derived SI unit for expressing surface tension.,1,false,2018-07-03 16:34:35.0
http://vocab.nerc.ac.uk/collection/P06/current/PMPS/,SDN:P06::PMPS,per metre per second,/m/s,Unavailable,1,false,2009-06-11 13:46:23.0
http://vocab.nerc.ac.uk/collection/P06/current/UWCM/,SDN:P06::UWCM,Watts per cubic metre,W/m^3,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UECA/,SDN:P06::UECA,Siemens per metre,S/m,The SI derived unit of electrical conductivity divided by the SI base unit of length.,2,false,2021-08-09 12:20:40.0
http://vocab.nerc.ac.uk/collection/P06/current/PPS2/,SDN:P06::PPS2,Pascal squared per second squared,Pa^2/s^2,Unavailable,1,false,2009-06-11 12:55:57.0
http://vocab.nerc.ac.uk/collection/P06/current/UYRS/,SDN:P06::UYRS,Years,yr,A time interval of 365.25 days or 31557600 seconds.,3,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/PPPS/,SDN:P06::PPPS,per Pascal per second,/Pa/s,Unavailable,1,false,2009-06-11 12:54:45.0
http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,SDN:P06::UPMS,Number per square metre,#/m^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UDBZ/,SDN:P06::UDBZ,Decibels of Z,dBZ,"Radar reflectivity unit. Decibels with a reference level of 1mm^6/m^3, which is equal to a cubic micron.",1,false,2010-09-16 11:33:50.0
http://vocab.nerc.ac.uk/collection/P06/current/KLSQ/,SDN:P06::KLSQ,Kelvin squared,K^2,Unavailable,1,false,2009-06-11 14:48:06.0
http://vocab.nerc.ac.uk/collection/P06/current/WAPM/,SDN:P06::WAPM,Watts per metre,W/m,Unavailable,1,false,2009-06-11 12:59:47.0
http://vocab.nerc.ac.uk/collection/P06/current/WPKG/,SDN:P06::WPKG,Watts per kilogram,W/kg,Unavailable,1,false,2011-11-25 14:26:51.0
http://vocab.nerc.ac.uk/collection/P06/current/UUKG/,SDN:P06::UUKG,Micrograms per kilogram,ug/kg,One part per 10^9 (billion) by weight of the measurand in the matrix.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/UPOX/,SDN:P06::UPOX,Micromoles per litre,umol/l,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/KGUM/,SDN:P06::KGUM,Micromoles per kilogram,umol/kg,Unavailable,1,false,2004-06-17 13:41:21.0
http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,SDN:P06::UMMC,Milligrams per cubic metre,mg/m^3,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/USTU/,SDN:P06::USTU,Nephelometric Turbidity Units,NTU,Standardised scale for nephelometric measurement of turbidity calibrated against formazine solutions of different concentration and measured using a white light source at a 90 degree detection angle. Earlier measurements of turbidity tended to use NTU (sometimes also labelled STU or FTU) as the unit regardless of the measurement method.,3,false,2018-04-16 12:05:57.0
http://vocab.nerc.ac.uk/collection/P06/current/UNGL/,SDN:P06::UNGL,Nanograms per litre,ng/l,Unavailable,1,false,1994-12-19 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UWNS/,SDN:P06::UWNS,Watts per square metre per nanometre per steradian,W/m^2/nm/sr,Unavailable,1,false,1998-11-11 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UCML/,SDN:P06::UCML,Number per millilitre,#/ml,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/ULKM/,SDN:P06::ULKM,Kilometres,km,Unit of length which is one thousand metres.,2,false,2019-05-20 14:04:43.0
http://vocab.nerc.ac.uk/collection/P06/current/GPHT/,SDN:P06::GPHT,Grams per hectare,g/ha,10^-3 of the SI unit of mass (kilogram) per 10^4 (10 thousand) of the SI unit of area (square metre).,3,false,2022-12-02 17:08:48.0
http://vocab.nerc.ac.uk/collection/P06/current/UMMS/,SDN:P06::UMMS,Milligrams per square metre,mg/m^2,Unavailable,1,false,1999-03-09 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UGMS/,SDN:P06::UGMS,Grams per square metre,g/m^2,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/KGAK/,SDN:P06::KGAK,Kilograms per square kilometre,kg/km^2,One SI standard unit of mass over the square of one thousand standard unit of length.,1,false,2019-02-10 14:15:07.0
http://vocab.nerc.ac.uk/collection/P06/current/GPKM/,SDN:P06::GPKM,Grams per square kilometre,g/km^2,10^-3 of the SI unit of mass (kilogram) per 10^3 of the SI unit of area (square metre).,1,false,2022-12-02 17:04:12.0
http://vocab.nerc.ac.uk/collection/P06/current/DEGF/,SDN:P06::DEGF,Degrees Fahrenheit,degF,Unit of object hotness based upon a scale having 32 as the freezing point of water and 212 as the boiling point of water.,2,false,2014-02-04 12:49:44.0
http://vocab.nerc.ac.uk/collection/P06/current/UABB/,SDN:P06::UABB,Degrees True,deg T,Unavailable,1,false,2005-11-04 12:47:29.0
http://vocab.nerc.ac.uk/collection/P06/current/KGNM/,SDN:P06::KGNM,Nanomoles per kilogram,nmol/kg,Unavailable,1,false,2004-06-17 13:41:07.0
http://vocab.nerc.ac.uk/collection/P06/current/ATKG/,SDN:P06::ATKG,Atoms per kilogram,at/kg,Unit based on one atom in a SI standard unit of mass.,1,false,2020-10-08 15:55:40.0
http://vocab.nerc.ac.uk/collection/P06/current/KGPM/,SDN:P06::KGPM,Picomoles per kilogram,pmol/kg,Unavailable,1,false,2007-09-06 11:34:55.0
http://vocab.nerc.ac.uk/collection/P06/current/FMKG/,SDN:P06::FMKG,Femtomoles per kilogram,fmol/kg,A 10^18 part quantity of substance of the measurand per kilogram mass of matrix.,3,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/MMKG/,SDN:P06::MMKG,Millimoles per kilogram,mmol/kg,One part in 10^3 of the SI unit of quantity of matter per SI unit of mass.,2,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/UEQL/,SDN:P06::UEQL,MicroEquivalents per litre,uEquiv/l,The amount of substance or substances in a litre of solution that will react with one microgram of hydrogen.,2,false,2012-12-18 09:42:28.0
http://vocab.nerc.ac.uk/collection/P06/current/UPNM/,SDN:P06::UPNM,Nanomoles per litre,nmol/l,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/CMUM/,SDN:P06::CMUM,Micromoles per cubic metre,umol/m^3,"",1,false,2015-11-10 09:41:45.0
http://vocab.nerc.ac.uk/collection/P06/current/MMPL/,SDN:P06::MMPL,Millimoles per litre,mmol/l,Unavailable,1,false,2008-02-20 12:02:02.0
http://vocab.nerc.ac.uk/collection/P06/current/MPLT/,SDN:P06::MPLT,Moles per litre,mol/l,Unavailable,1,false,2015-11-26 18:59:21.0
http://vocab.nerc.ac.uk/collection/P06/current/UPML/,SDN:P06::UPML,Picomoles per litre,pmol/l,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UPMA/,SDN:P06::UPMA,Picomoles per cubic metre,pmol/m^3,Unavailable,1,false,2004-06-25 12:20:55.0
http://vocab.nerc.ac.uk/collection/P06/current/UPFM/,SDN:P06::UPFM,Femtomoles per litre,fmol/l,A 10^18 part quantity of substance of the measurand per litre volume of matrix.,4,false,2022-12-02 16:16:59.0
http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,SDN:P06::MMCM,Millimoles per cubic metre,mmol/m^3,Unavailable.,1,false,2015-12-10 15:52:57.0
http://vocab.nerc.ac.uk/collection/P06/current/UMGL/,SDN:P06::UMGL,Milligrams per litre,mg/l,Unavailable,1,false,1994-09-23 00:00:00.0
http://vocab.nerc.ac.uk/collection/P06/current/UPTH/,SDN:P06::UPTH,Parts per thousand per hour,ppt/h,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UPDY/,SDN:P06::UPDY,per day,/d,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/PMSC/,SDN:P06::PMSC,per millisecond,/ms,Unavailable,1,false,2009-12-03 16:30:09.0
http://vocab.nerc.ac.uk/collection/P06/current/UCPS/,SDN:P06::UCPS,Counts per second,counts/s,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/XXPY/,SDN:P06::XXPY,per year,/yr,A rate of change over a period of an average calendar year (365.25 days).,1,false,2017-12-08 18:09:28.0
http://vocab.nerc.ac.uk/collection/P06/current/NOPH/,SDN:P06::NOPH,Number per hour,#/h,Unavailable.,1,false,2017-03-10 12:44:40.0
http://vocab.nerc.ac.uk/collection/P06/current/BQ11/,SDN:P06::BQ11,Becquerels,Bq,The SI derived unit of radioactivity defined as one radioactive disintegration per second.,1,false,2019-05-30 18:56:49.0
http://vocab.nerc.ac.uk/collection/P06/current/UGMC/,SDN:P06::UGMC,Grams per cubic metre,g/m^3,Unavailable,1,false,2003-11-05 15:13:12.0
http://vocab.nerc.ac.uk/collection/P06/current/UGCC/,SDN:P06::UGCC,Grams per cubic centimetre,g/cm^3,Unavailable,1,false,2003-11-05 15:13:12.0
